"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2025","Saint Mary's",63.4672,359,61.6748,359,114.861,34,115.277,56,95.9112,11,92.186,8,23.0906,22
"2025","Saint Peter's",64.451,342,63.8075,337,98.5721,321,94.8953,351,101.87,77,106.29,165,-11.3952,299
"2025","Sam Houston St.",68.1032,175,67.5503,157,105.983,178,110.296,105,111.887,311,111.265,267,-0.968874,175
"2025","Samford",71.4801,28,70.8857,25,113.708,42,112.515,77,105.932,172,108.102,206,4.41265,116
"2025","San Diego",71.7762,22,71.012,20,97.9916,329,99.379,301,111.936,314,110.634,255,-11.2547,296
"2025","San Diego St.",66.1589,278,66.0239,245,105.012,202,109.817,111,96.3636,13,93.5399,13,16.277,46
"2025","San Francisco",68.9514,125,67.7136,143,110.113,95,111.714,91,100.409,49,99.0288,51,12.6849,65
"2025","San Jose St.",66.7483,248,66.3276,227,103.685,236,107.281,162,109.412,260,107.389,193,-0.10832,165
"2025","Santa Clara",70.0082,77,68.8239,88,114.508,37,115.849,49,102.701,91,101.706,81,14.143,57
"2025","Seattle",67.4975,201,65.8871,255,102.096,273,103.98,221,100.053,42,102.389,92,1.59073,146
"2025","Seton Hall",64.7221,331,64.428,321,93.9184,358,98.7305,315,106.729,188,102.154,88,-3.42346,206
"2025","Siena",67.587,198,67.1769,184,105.265,194,102.808,241,105.073,159,110.224,245,-7.41619,253
"2025","SIUE",67.1543,227,65.8174,261,104.645,214,101.884,255,100.352,48,106.2,160,-4.31593,217
"2025","SMU",69.125,113,68.4416,109,115.297,29,116.616,40,103.193,100,100.431,64,16.1854,47
"2025","South Alabama",63.9755,351,63.0524,352,108.642,123,107.379,159,99.6821,38,103.279,102,4.09993,121
"2025","South Carolina",66.8013,246,65.2691,287,103.841,231,110.417,102,106.116,175,98.936,50,11.4806,69
"2025","South Carolina St.",70.6738,50,69.1462,70,106.523,168,102.604,245,100.565,55,105.003,135,-2.39908,190
"2025","South Dakota",74.99,2,74.5848,2,112.542,57,109.256,127,115.498,345,115.4,332,-6.14426,241
"2025","South Dakota St.",70.0134,75,68.948,82,112.597,54,109.652,113,107.332,202,106.972,180,2.68017,134
"2025","South Florida",69.8384,85,68.2341,119,104.27,224,103.487,232,107.036,200,106.294,166,-2.80698,195
"2025","Southeast Missouri",68.9952,123,68.8249,87,103.863,230,101.848,257,99.6705,36,105.136,137,-3.28839,204
"2025","Southeastern Louisiana",67.2052,221,66.9187,200,105.276,193,104.565,214,104.333,133,107.351,192,-2.78539,194
"2025","Southern",69.8544,84,68.4837,108,100.291,307,98.939,310,98.5012,23,104.624,130,-5.6851,233
"2025","Southern Illinois",68.0902,176,67.8894,137,105.066,201,105.585,204,109.657,267,108.325,210,-2.74003,193
"2025","Southern Indiana",68.1386,170,66.9214,199,100.821,297,98.2356,320,109.06,255,114.772,322,-16.5361,336
"2025","Southern Miss",70.9531,41,70.7871,28,97.7624,331,97.5964,330,106.933,195,108.881,222,-11.2842,297
"2025","Southern Utah",70.0125,76,68.856,86,95.7726,345,98.1229,323,107.542,210,109.265,229,-11.1421,295
"2025","St. Bonaventure",65.1072,322,64.3076,326,105.618,183,106.263,189,100.066,43,100.632,69,5.63094,102
"2025","St. John's",70.4189,55,70.112,49,110.13,93,113.892,65,92.0927,2,87.5144,1,26.3774,11
"2025","St. Thomas",69.3226,103,67.7907,139,117.267,13,113.602,69,109.256,258,110.145,244,3.4573,127
"2025","Stanford",66.9742,234,65.9896,246,109.21,112,112.13,85,105.412,165,102.619,95,9.51084,82
"2025","Stephen F. Austin",67.3453,214,67.38,169,94.7754,353,95.0549,348,101.77,75,104.616,128,-9.56099,277
"2025","Stetson",68.8397,137,67.5755,154,100.671,301,99.3669,302,117.959,358,118.653,358,-19.2861,352
"2025","Stonehill",65.6988,300,64.9216,300,102.781,256,100.799,282,107.952,225,115.023,327,-14.2242,322
"2025","Stony Brook",64.5637,338,64.3532,325,101.751,280,101.858,256,116.07,348,117.595,351,-15.7364,332
"2025","Syracuse",68.7874,139,68.1275,123,105.997,177,110.342,104,110.838,294,105.933,153,4.40943,117
"2025","Tarleton St.",67.1901,222,65.4674,277,89.7728,362,92.9842,359,104.49,140,103.381,104,-10.3971,286
"2025","TCU",67.0615,230,66.5139,217,100.274,309,105.81,199,102.116,79,96.957,34,8.85289,86
"2025","Temple",69.2738,106,68.6096,100,109.539,105,109.998,109,109.557,266,110.607,254,-0.609222,171
"2025","Tennessee",65.4662,308,63.6184,346,114.078,40,120.275,18,96.3317,12,89.122,3,31.1526,5
"2025","Tennessee Martin",66.8282,242,66.2116,232,102.372,267,101.716,263,106.921,194,112.685,301,-10.9693,292
"2025","Tennessee St.",71.268,35,70.3273,40,104.443,221,102.186,250,103.02,96,109.473,230,-7.28688,252
"2025","Tennessee Tech",68.5148,152,67.6971,146,102.553,263,100.805,281,107.343,204,113.091,306,-12.2865,304
"2025","Texas",68.4326,157,67.3519,172,112.903,50,116.677,37,104.089,126,99.5252,56,17.1518,44
"2025","Texas A&M",67.4829,202,66.1358,237,109.403,110,116.209,44,99.5409,34,92.1262,7,24.0831,17
"2025","Texas A&M Corpus Chris",67.5458,199,67.3535,171,107.238,153,105.961,195,103.654,107,105.717,152,0.244365,160
"2025","Texas Southern",71.18,36,69.8738,52,98.4347,323,96.5969,337,100.838,63,106.185,159,-9.58791,280
"2025","Texas St.",66.7792,247,65.9005,254,109.156,114,109.401,121,108.841,248,112.392,290,-2.99042,196
"2025","Texas Tech",66.404,266,65.409,281,119.883,7,125.287,6,100.015,41,97.2359,37,28.0509,7
"2025","The Citadel",65.4801,307,64.5435,318,95.1747,348,94.928,350,116.267,349,116.714,343,-21.7859,356
"2025","Toledo",69.4586,98,67.9347,133,111.521,68,112.01,88,116.578,352,118.138,356,-6.12775,240
"2025","Towson",64.0639,350,63.5936,347,107.09,157,106.818,174,104.539,144,106.178,158,0.640064,154
"2025","Troy",66.8214,243,66.2892,229,108.553,126,107.654,153,98.9402,30,100.778,71,6.87599,98
"2025","Tulane",67.669,191,66.6298,213,109.13,115,108.753,140,104.997,155,106.635,171,2.11745,138
"2025","Tulsa",67.2918,220,66.167,234,102.318,269,101.407,272,108.418,239,110.016,242,-8.60939,268
"2025","UAB",69.6933,88,68.972,79,116.95,16,116.777,36,109.473,262,111.284,268,5.4929,103
"2025","UC Davis",68.2971,162,66.9161,202,96.7697,339,97.0999,334,104.034,121,103.599,106,-6.49899,246
"2025","UC Irvine",69.5834,91,68.6623,96,107.212,154,107.466,157,94.5093,6,95.0991,18,12.3669,66
"2025","UC Riverside",68.1301,171,67.0642,191,108.161,131,110.15,106,108.856,249,108.549,215,1.60069,145
"2025","UC San Diego",66.9426,235,65.6512,271,116.383,19,115.243,57,93.8414,4,96.4686,30,18.7749,36
"2025","UC Santa Barbara",66.5211,261,65.435,279,109.846,99,108.753,139,104.303,131,107.176,186,1.5772,147
"2025","UCF",72.7208,10,71.8823,11,107.532,147,115.398,53,108.016,228,103.805,110,11.5929,68
"2025","UCLA",66.5613,259,64.8891,301,112.395,61,116.85,35,98.9106,29,95.0874,17,21.7624,27
"2025","UMass Lowell",69.3054,105,68.5441,105,109.179,113,108.598,141,108.962,252,114.881,323,-6.28274,244
"2025","UMBC",70.9564,40,70.354,38,107.319,151,106.505,179,111.965,315,117.9,355,-11.3949,298
"2025","UNC Asheville",70.0963,69,68.0975,127,110.782,79,108.994,135,111.677,309,112.059,279,-3.06456,198
"2025","UNC Greensboro",64.6009,337,63.7742,340,108.978,118,107.159,167,104.069,124,105.373,143,1.7857,143
"2025","UNC Wilmington",66.2844,273,65.3115,285,114.669,36,112.282,84,104.53,142,107.138,184,5.14318,105
"2025","UNLV",66.0352,289,65.6904,268,104.833,205,107.513,156,103.114,97,100.025,59,7.48791,92
"2025","USC",69.09,118,68.1891,122,110.325,86,116.635,38,108.596,242,103.678,108,12.9562,63
"2025","USC Upstate",73.5306,5,72.6553,5,98.7009,319,98.3683,318,116.271,350,115.881,339,-17.5127,339
"2025","UT Arlington",68.4834,153,67.5269,160,105.306,192,107.29,161,108.966,253,112.312,286,-5.02184,226
"2025","UT Rio Grande Valley",70.7514,48,70.382,35,104.925,204,104.708,211,108.401,238,110.909,261,-6.20151,242
"2025","Utah",69.148,111,68.7278,91,108.306,127,112.355,81,104.455,138,101.75,82,10.6055,76
"2025","Utah St.",67.3109,217,67.5472,159,118.7,10,120.734,17,104.996,154,105.509,149,15.2249,52
"2025","Utah Tech",68.5495,148,67.3974,166,99.3081,315,101.731,262,111.543,307,113.507,309,-11.7754,301
"2025","Utah Valley",68.8349,138,67.931,134,107.115,156,106.74,178,99.1951,31,102.225,90,4.51474,114
"2025","UTEP",68.8461,136,68.7274,92,102.998,251,105.236,210,104.299,130,104.852,132,0.384311,158
"2025","UTSA",69.7019,87,69.8617,53,105.935,179,107.184,166,110.243,284,109.63,234,-2.4455,191
"2025","Valparaiso",68.1107,174,67.9798,131,105.262,195,105.797,200,109.401,259,109.662,235,-3.86566,212
"2025","Vanderbilt",70.2044,63,69.4443,64,113.04,48,117.933,30,106.248,179,101.772,83,16.1609,49
"2025","VCU",66.3663,269,66.0873,241,115.109,31,116.303,41,94.1108,5,95.6967,23,20.606,30
"2025","Vermont",63.9339,352,62.3564,358,101.185,291,99.1487,305,101.502,70,105.396,146,-6.2472,243
"2025","Villanova",63.511,358,62.9957,354,115.638,23,118.223,26,106.179,178,103.97,113,14.2526,56
"2025","Virginia",61.627,361,61.0964,361,105.306,191,110.654,99,108.155,232,105.354,141,5.30022,104
"2025","Virginia Tech",66.0683,286,65.0968,293,103.343,246,106.425,180,109.705,270,106.229,161,0.195703,161
"2025","VMI",68.0472,177,68.1124,125,101.258,289,100.227,291,110.719,291,110.766,257,-10.5386,287
"2025","Wagner",60.4435,363,60.2726,363,94.0259,357,92.1631,360,102.826,94,110.254,247,-18.0905,344
"2025","Wake Forest",67.882,186,67.0648,190,103.516,242,108.186,145,100.245,45,96.9655,35,11.221,71
"2025","Washington",68.5447,150,67.6098,150,103.446,243,109.062,130,109.988,278,104.032,116,5.03016,109
"2025","Washington St.",71.5404,26,70.5066,32,109.457,107,111.606,92,109.485,263,107.723,196,3.88283,124
"2025","Weber St.",65.8607,295,65.5669,272,102.472,265,101.134,276,112.1,318,112.611,299,-11.4771,300
"2025","West Georgia",68.9362,126,67.9765,132,98.3878,324,96.8146,336,114.508,341,115.101,328,-18.2859,348
"2025","West Virginia",65.2215,319,64.1608,329,102.641,261,109.028,131,98.1067,21,93.9321,15,15.0956,53
"2025","Western Carolina",71.0849,37,70.3285,39,93.6196,359,95.2214,345,112.177,319,112.319,287,-17.0975,338
"2025","Western Illinois",65.107,323,64.2252,328,101.127,293,98.9955,307,111.468,304,117.204,349,-18.2085,347
"2025","Western Kentucky",72.8238,8,71.6471,12,100.427,305,103.368,234,102.269,83,103.053,98,0.31493,159
"2025","Western Michigan",69.3157,104,67.7872,140,103.283,248,101.394,273,111.041,297,112.383,289,-10.9893,293
"2025","Wichita St.",69.1047,114,68.5926,101,105.349,190,106.774,175,104.368,136,104.095,119,2.67894,135
"2025","William & Mary",70.9658,39,71.2243,19,108.286,128,107.279,163,110.617,290,112.587,298,-5.30839,230
"2025","Winthrop",73.8332,4,72.6426,6,110.155,89,108.303,144,106.99,198,108.335,211,-0.0321984,163
"2025","Wisconsin",68.6302,143,67.5877,152,115.828,21,122.016,13,102.263,82,96.0408,27,25.975,13
"2025","Wofford",64.6329,336,64.0307,333,112.782,51,113.636,67,108.737,246,109.478,231,4.15796,120
"2025","Wright St.",68.124,173,67.3994,165,111.059,75,109.458,120,112.072,317,114.12,315,-4.66272,223
"2025","Wyoming",65.2272,318,64.574,316,100.606,303,103.554,231,108.115,230,105.536,150,-1.98252,185
"2025","Xavier",69.453,100,69.0679,74,111.584,67,115.462,52,101.409,69,98.2656,44,17.1969,43
"2025","Yale",68.7768,140,67.1772,183,117.741,12,115.087,59,102.348,84,104.043,117,11.0439,73
"2025","Youngstown St.",69.9955,78,69.1704,69,104.582,217,102.114,251,102.897,95,105.393,144,-3.27945,202
